day,asset_name,nominal_price,net_weight,unit_type,platform_source,note
2025-01-15,ezygo_kaphrao_box,0.3474,1,g,derived:bot_cpi,
2025-02-15,ezygo_kaphrao_box,0.3477,1,g,derived:bot_cpi,
2025-03-15,ezygo_kaphrao_box,0.348,1,g,derived:bot_cpi,
2025-04-15,ezygo_kaphrao_box,0.3483,1,g,derived:bot_cpi,
2025-05-15,ezygo_kaphrao_box,0.3486,1,g,derived:bot_cpi,
2025-06-15,ezygo_kaphrao_box,0.3489,1,g,derived:bot_cpi,
2025-08-15,ezygo_kaphrao_box,0.3753,1,g,derived:bot_cpi,
2025-09-15,ezygo_kaphrao_box,0.3756,1,g,derived:bot_cpi,
2025-10-15,ezygo_kaphrao_box,0.376,1,g,derived:bot_cpi,
2025-11-15,ezygo_kaphrao_box,0.3763,1,g,derived:bot_cpi,
2025-12-15,ezygo_kaphrao_box,0.3769,1,g,derived:bot_cpi,
2026-02-15,ezygo_kaphrao_box,0.3953,1,g,derived:bot_cpi,
2026-03-15,ezygo_kaphrao_box,0.3957,1,g,derived:bot_cpi,
2026-04-15,ezygo_kaphrao_box,0.3964,1,g,derived:bot_cpi,
2020-01-15,mahboonkrong_rice_5kg,180,5000,g,seed:estimate,
2020-07-15,mahboonkrong_rice_5kg,182,5000,g,seed:estimate,
2021-01-15,mahboonkrong_rice_5kg,185,5000,g,seed:estimate,
2021-07-15,mahboonkrong_rice_5kg,188,5000,g,seed:estimate,
2022-01-15,mahboonkrong_rice_5kg,192,5000,g,seed:estimate,
2022-07-15,mahboonkrong_rice_5kg,198,5000,g,seed:estimate,
2023-01-15,mahboonkrong_rice_5kg,205,5000,g,seed:estimate,
2023-07-15,mahboonkrong_rice_5kg,215,5000,g,seed:estimate,
2024-01-15,mahboonkrong_rice_5kg,218,5000,g,seed:estimate,
2024-07-15,mahboonkrong_rice_5kg,222,5000,g,seed:estimate,
2025-01-15,mahboonkrong_rice_5kg,226,5000,g,seed:estimate,
2025-07-15,mahboonkrong_rice_5kg,230,5000,g,seed:estimate,
2026-01-15,mahboonkrong_rice_5kg,233,5000,g,seed:estimate,
2026-04-15,mahboonkrong_rice_5kg,235,5000,g,seed:estimate,
2020-01-15,crystal_water_600ml,6,600,ml,seed:estimate,
2020-07-15,crystal_water_600ml,6,600,ml,seed:estimate,
2021-07-15,crystal_water_600ml,6,600,ml,seed:estimate,
2022-07-15,crystal_water_600ml,6,600,ml,seed:estimate,
2023-01-15,crystal_water_600ml,6.5,600,ml,seed:estimate,
2023-07-15,crystal_water_600ml,6.5,600,ml,seed:estimate,
2024-07-15,crystal_water_600ml,7,600,ml,seed:estimate,
2025-07-15,crystal_water_600ml,7,600,ml,seed:estimate,
2026-04-15,crystal_water_600ml,7,600,ml,seed:estimate,
2020-02-15,mahboonkrong_rice_5kg,0.036,1,g,derived:bot_cpi,
2020-03-15,mahboonkrong_rice_5kg,0.036,1,g,derived:bot_cpi,
2020-04-15,mahboonkrong_rice_5kg,0.0363,1,g,derived:bot_cpi,
2020-05-15,mahboonkrong_rice_5kg,0.0364,1,g,derived:bot_cpi,
2020-06-15,mahboonkrong_rice_5kg,0.0365,1,g,derived:bot_cpi,
2020-08-15,mahboonkrong_rice_5kg,0.0364,1,g,derived:bot_cpi,
2020-09-15,mahboonkrong_rice_5kg,0.0365,1,g,derived:bot_cpi,
2020-10-15,mahboonkrong_rice_5kg,0.0365,1,g,derived:bot_cpi,
2020-11-15,mahboonkrong_rice_5kg,0.0366,1,g,derived:bot_cpi,
2020-12-15,mahboonkrong_rice_5kg,0.0367,1,g,derived:bot_cpi,
2021-02-15,mahboonkrong_rice_5kg,0.0369,1,g,derived:bot_cpi,
2021-03-15,mahboonkrong_rice_5kg,0.0369,1,g,derived:bot_cpi,
2021-04-15,mahboonkrong_rice_5kg,0.0369,1,g,derived:bot_cpi,
2021-05-15,mahboonkrong_rice_5kg,0.037,1,g,derived:bot_cpi,
2021-06-15,mahboonkrong_rice_5kg,0.0371,1,g,derived:bot_cpi,
2021-08-15,mahboonkrong_rice_5kg,0.0376,1,g,derived:bot_cpi,
2021-09-15,mahboonkrong_rice_5kg,0.0377,1,g,derived:bot_cpi,
2021-10-15,mahboonkrong_rice_5kg,0.0377,1,g,derived:bot_cpi,
2021-11-15,mahboonkrong_rice_5kg,0.0379,1,g,derived:bot_cpi,
2021-12-15,mahboonkrong_rice_5kg,0.038,1,g,derived:bot_cpi,
2022-02-15,mahboonkrong_rice_5kg,0.0386,1,g,derived:bot_cpi,
2022-03-15,mahboonkrong_rice_5kg,0.0389,1,g,derived:bot_cpi,
2022-04-15,mahboonkrong_rice_5kg,0.0393,1,g,derived:bot_cpi,
2022-05-15,mahboonkrong_rice_5kg,0.0397,1,g,derived:bot_cpi,
2022-06-15,mahboonkrong_rice_5kg,0.04,1,g,derived:bot_cpi,
2022-08-15,mahboonkrong_rice_5kg,0.0398,1,g,derived:bot_cpi,
2022-09-15,mahboonkrong_rice_5kg,0.0399,1,g,derived:bot_cpi,
2022-10-15,mahboonkrong_rice_5kg,0.04,1,g,derived:bot_cpi,
2022-11-15,mahboonkrong_rice_5kg,0.0401,1,g,derived:bot_cpi,
2022-12-15,mahboonkrong_rice_5kg,0.0402,1,g,derived:bot_cpi,
2023-02-15,mahboonkrong_rice_5kg,0.0413,1,g,derived:bot_cpi,
2023-03-15,mahboonkrong_rice_5kg,0.0414,1,g,derived:bot_cpi,
2023-04-15,mahboonkrong_rice_5kg,0.0416,1,g,derived:bot_cpi,
2023-05-15,mahboonkrong_rice_5kg,0.0418,1,g,derived:bot_cpi,
2023-06-15,mahboonkrong_rice_5kg,0.0419,1,g,derived:bot_cpi,
2023-08-15,mahboonkrong_rice_5kg,0.043,1,g,derived:bot_cpi,
2023-09-15,mahboonkrong_rice_5kg,0.0431,1,g,derived:bot_cpi,
2023-10-15,mahboonkrong_rice_5kg,0.0431,1,g,derived:bot_cpi,
2023-11-15,mahboonkrong_rice_5kg,0.0432,1,g,derived:bot_cpi,
2023-12-15,mahboonkrong_rice_5kg,0.0432,1,g,derived:bot_cpi,
2024-02-15,mahboonkrong_rice_5kg,0.0436,1,g,derived:bot_cpi,
2024-03-15,mahboonkrong_rice_5kg,0.0437,1,g,derived:bot_cpi,
2024-04-15,mahboonkrong_rice_5kg,0.0438,1,g,derived:bot_cpi,
2024-05-15,mahboonkrong_rice_5kg,0.0438,1,g,derived:bot_cpi,
2024-06-15,mahboonkrong_rice_5kg,0.0438,1,g,derived:bot_cpi,
2024-08-15,mahboonkrong_rice_5kg,0.0444,1,g,derived:bot_cpi,
2024-09-15,mahboonkrong_rice_5kg,0.0445,1,g,derived:bot_cpi,
2024-10-15,mahboonkrong_rice_5kg,0.0445,1,g,derived:bot_cpi,
2024-11-15,mahboonkrong_rice_5kg,0.0446,1,g,derived:bot_cpi,
2024-12-15,mahboonkrong_rice_5kg,0.0446,1,g,derived:bot_cpi,
2025-02-15,mahboonkrong_rice_5kg,0.0452,1,g,derived:bot_cpi,
2025-03-15,mahboonkrong_rice_5kg,0.0453,1,g,derived:bot_cpi,
2025-04-15,mahboonkrong_rice_5kg,0.0453,1,g,derived:bot_cpi,
2025-05-15,mahboonkrong_rice_5kg,0.0454,1,g,derived:bot_cpi,
2025-06-15,mahboonkrong_rice_5kg,0.0454,1,g,derived:bot_cpi,
2025-08-15,mahboonkrong_rice_5kg,0.046,1,g,derived:bot_cpi,
2025-09-15,mahboonkrong_rice_5kg,0.0461,1,g,derived:bot_cpi,
2025-10-15,mahboonkrong_rice_5kg,0.0461,1,g,derived:bot_cpi,
2025-11-15,mahboonkrong_rice_5kg,0.0462,1,g,derived:bot_cpi,
2025-12-15,mahboonkrong_rice_5kg,0.0462,1,g,derived:bot_cpi,
2026-02-15,mahboonkrong_rice_5kg,0.0466,1,g,derived:bot_cpi,
2026-03-15,mahboonkrong_rice_5kg,0.0467,1,g,derived:bot_cpi,
2020-02-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2020-03-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2020-04-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2020-05-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2020-06-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2020-08-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2020-09-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2020-10-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2020-11-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2020-12-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2021-01-15,crystal_water_600ml,0.0099,1,ml,derived:bot_cpi,
2021-02-15,crystal_water_600ml,0.0099,1,ml,derived:bot_cpi,
2021-03-15,crystal_water_600ml,0.0098,1,ml,derived:bot_cpi,
2021-04-15,crystal_water_600ml,0.0099,1,ml,derived:bot_cpi,
2021-05-15,crystal_water_600ml,0.0099,1,ml,derived:bot_cpi,
2021-06-15,crystal_water_600ml,0.0099,1,ml,derived:bot_cpi,
2021-08-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2021-09-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2021-10-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2021-11-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2021-12-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2022-01-15,crystal_water_600ml,0.0102,1,ml,derived:bot_cpi,
2022-02-15,crystal_water_600ml,0.0102,1,ml,derived:bot_cpi,
2022-03-15,crystal_water_600ml,0.0103,1,ml,derived:bot_cpi,
2022-04-15,crystal_water_600ml,0.0104,1,ml,derived:bot_cpi,
2022-05-15,crystal_water_600ml,0.0105,1,ml,derived:bot_cpi,
2022-06-15,crystal_water_600ml,0.0106,1,ml,derived:bot_cpi,
2022-08-15,crystal_water_600ml,0.01,1,ml,derived:bot_cpi,
2022-09-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2022-10-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2022-11-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2022-12-15,crystal_water_600ml,0.0101,1,ml,derived:bot_cpi,
2023-02-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2023-03-15,crystal_water_600ml,0.011,1,ml,derived:bot_cpi,
2023-04-15,crystal_water_600ml,0.011,1,ml,derived:bot_cpi,
2023-05-15,crystal_water_600ml,0.011,1,ml,derived:bot_cpi,
2023-06-15,crystal_water_600ml,0.0111,1,ml,derived:bot_cpi,
2023-08-15,crystal_water_600ml,0.0108,1,ml,derived:bot_cpi,
